Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,DAX,IEFA,VTI,DAX,IEFA,VTI,DAX,IEFA,VTI,DAX,IEFA,VTI,DAX,IEFA,VTI
Date,,,,,,,,,,,,,,,
2015-01-02,20.430509567260742,40.52498245239258,88.3423843383789,20.430509567260742,40.82592860159352,89.00962544763135,20.430509567260742,40.436901403858315,87.80025173252164,20.430509567260742,40.79657011877946,88.81779156065436,0,834500,5298300
2015-01-05,19.428619384765625,39.61480712890625,86.82444763183594,20.18608663378053,40.0185149889098,88.03382177556601,19.428619384765625,39.5340649968963,86.62427777343012,20.18608663378053,39.99649542565116,87.86700825749027,2700,1031300,5383500
2015-01-06,19.428619384765625,39.20376968383789,85.97372436523438,19.428619384765625,39.73960068935936,87.15807175568293,19.428619384765625,39.071646663293194,85.49831695564389,19.428619384765625,39.57811637534982,87.07466817498528,0,703500,4226100
2015-01-07,19.428619384765625,39.60747528076172,86.99959564208984,19.428619384765625,39.69555915584538,87.11636192120619,19.428619384765625,39.24046753472046,86.3657233735396,19.428619384765625,39.512055282824754,86.81610395682557,100,443600,3661500
2015-01-08,19.975248336791992,40.11394119262695,88.53425598144531,19.975248336791992,40.23872246182229,88.60931729752319,19.865923763548537,39.79831435871982,87.66684471481629,19.865923763548537,39.820333923861014,87.75024829822021,1200,1359200,2796200
2015-01-09,19.975248336791992,39.93043899536133,87.8002700805664,19.975248336791992,40.1506430559881,88.7010438573114,19.975248336791992,39.724912778736,87.5083544204965,19.975248336791992,40.1506430559881,88.67602342406029,0,592200,3272500
2015-01-12,19.873727798461914,39.8643798828125,87.17475891113281,20.30321836030976,40.01118073198446,88.0338343343863,19.74878503539944,39.65151473144775,86.84114455395839,20.30321836030976,39.95979987476493,88.0338343343863,1900,408600,3705900
2015-01-13,19.936203002929688,40.025856018066406,86.97455596923828,20.179840395016395,40.407544334914114,88.40912006770759,19.936203002929688,39.76161004486058,86.26561618474828,20.162661245867508,40.29010199127223,87.85030923220353,1800,742800,2936200
2015-01-14,19.936203002929688,39.95978927612305,86.49915313720703,19.936203002929688,40.018511840254064,86.56587853202667,19.936203002929688,39.67352377609927,85.48995540287449,19.936203002929688,39.8643693094791,85.94034227298125,0,513000,3291600
2015-01-15,20.10565185546875,40.18000030517578,85.62342834472656,20.268077742349764,40.46626583521972,86.95790476995138,20.10565185546875,40.09191644974206,85.54836066531223,20.268077742349764,40.39286262235829,86.78275533569865,400,655200,5615200
2015-01-16,20.39692497253418,40.6571159362793,86.75773620605469,20.39692497253418,40.70115787195559,86.83280389210758,20.197015967668207,40.1433045535763,85.42325966281649,20.197015967668207,40.194685411841924,85.58173093970562,1500,660300,2768900
2015-01-20,20.441436767578125,40.80392074584961,86.8828353881836,20.467205486748444,41.00944418474157,87.18309337338671,20.435190076161426,40.642436443836296,86.07380728156882,20.467205486748444,40.98008569350475,87.09134752439212,900,633800,3186900
2015-01-21,20.37506103515625,41.08284378051758,87.27481079101562,20.45939882038717,41.08284378051758,87.53336371943453,20.37506103515625,40.73051671640594,86.40739982336886,20.45939882038717,40.818597782422195,86.68263728068898,600,1081100,3119400
2015-01-22,20.553104400634766,41.200279235839844,88.60098266601562,20.646812219993624,41.325060491796506,88.6677017157257,20.442217434991473,40.869971793533765,86.96624186404908,20.46720569034208,40.9874141285708,87.77526999758649,93600,1045900,3583500
2015-01-23,20.482824325561523,40.972740173339844,88.20063018798828,20.982596889926764,41.22230552602778,88.64267488144311,20.482824325561523,40.972740173339844,88.14224704665057,20.982596889926764,41.119543816105676,88.50088816152083,106100,907200,4571900
2015-01-26,20.966976165771484,41.53793716430664,88.5676040649414,21.013829326088054,41.61867931713396,88.59262449950316,20.662426900126,41.214971353044255,87.74189154469683,20.662426900126,41.332413720780295,88.20062072261048,14900,617700,4106500
2015-01-27,20.825639724731445,41.54527282714844,87.53339385986328,20.903727847503802,41.65537626328152,88.08386896404897,20.755359222687947,41.35443004457069,87.04130826365382,20.81861107875291,41.44985283588291,87.88369909129305,11500,913700,2709300
2015-01-28,20.693662643432617,41.00944519042969,86.34905242919922,20.947453441437418,41.66271853725401,88.17562093941616,20.693662643432617,40.95806432944667,86.24897066751235,20.833443145158938,41.618679399295374,88.10889552276761,8000,651100,2830400
2015-01-29,21.06302833557129,41.57463455200195,87.17475891113281,21.08411278198679,41.596654119440394,87.2581688637124,20.678048030202564,41.22230747275324,85.75687880328357,20.678048030202564,41.36911112245188,86.49083929766768,35300,607200,2607200
2015-01-30,20.693662643432617,40.950714111328125,85.99040985107422,21.06849089233981,41.33240240195716,87.16642143779345,20.621039279230143,40.950714111328125,85.86530128774237,21.06849089233981,41.207618345383175,86.46581730110658,19800,953500,4486900
2015-02-02,21.185626983642578,41.45718765258789,86.95791625976562,21.20124520151175,41.51591022605577,87.01629941223075,20.966977891215137,41.10486061191986,85.2814766485723,21.130964710535718,41.236983602176174,86.31569521936291,11700,2314700,4083200
2015-02-03,21.605749130249023,42.08843994140625,88.2923812866211,21.77910748905007,42.13248187006758,88.30072355396145,21.388660949687047,41.69941270506,87.33322416761794,21.77910748905007,41.69941270506,87.49169543065693,52300,754500,3322000
2015-02-04,21.193439483642578,41.743446350097656,87.9837875366211,21.607313386786245,42.05907313059276,88.52592041470935,21.10754225048859,41.6994072272678,87.77527538068607,21.607313386786245,41.86823039822281,87.94208892340569,80800,841800,3141700
2015-02-05,21.521408081054688,42.286624908447266,88.95126342773438,21.706480807991472,42.301305551503845,89.00964656139668,21.240287647596382,41.963656361295335,88.27567989445994,21.240287647596382,42.02237893352164,88.35908982536408,7300,787600,3163500
2015-02-06,20.951358795166016,41.750789642333984,88.68437957763672,21.365232614740016,42.04439407242112,89.393319538337,20.87483161602406,41.64802795180118,88.42582021255487,21.365232614740016,41.94163238188832,89.1431024400733,30600,650400,2844500
2015-02-09,20.732711791992188,41.55995178222656,88.24234008789062,20.771757341750934,41.68473585810703,88.70106297737127,20.553106731408242,41.449851150616645,88.06718429080863,20.553106731408242,41.449851150616645,88.40080498706715,20300,1037600,1773800
2015-02-10,20.927932739257812,41.948974609375,89.14309692382812,20.933398966671074,41.993013734394694,89.2765477315201,20.740518589616624,41.67004801738387,88.2756857636846,20.903724947936908,41.81685163422374,88.82616080048683,7600,1073100,1866300
2015-02-11,20.813138961791992,41.71409606933594,89.18482971191406,20.895132361165352,41.802177132358594,89.4016841604156,20.813138961791992,41.55261178708898,88.71776446586773,20.895132361165352,41.70675434739025,88.96797526341251,1200,532500,2184600
2015-02-12,21.497987747192383,42.36737060546875,90.04388427734375,21.497987747192383,42.38205124975897,90.06890471671366,21.068495645174895,42.04440203117698,89.46838871869285,21.076304754968163,42.05174375334539,89.6352022533018,15200,575200,4443400
2015-02-13,21.51360511779785,42.653629302978516,90.46925354003906,21.865007621779192,42.66096822391898,90.47759580784023,21.419898776359787,42.47012547895954,90.01052426026308,21.865007621779192,42.57288717240279,90.07724967610066,56200,580200,3147700
2015-02-17,21.375385284423828,42.74905776977539,90.61104583740234,21.771298045431347,42.84447775494225,90.71113396730154,21.24029201117207,42.47747005801784,90.18567923943866,21.771298045431347,42.60959305291435,90.38585549923702,57100,936700,4147000
2015-02-18,21.412084579467773,43.042667388916016,90.66107177734375,21.412084579467773,43.160109753958956,90.70277674874922,21.310569152120973,42.829802227261055,90.30243065842649,21.38865725495616,42.873844164169725,90.42753920935766,1700,713500,2542600
2015-02-19,21.443323135375977,43.06467819213867,90.63607025146484,21.529221850288568,43.19680117592606,90.81121971400019,21.34805438274118,43.00595842159221,90.29411359507297,21.34805438274118,43.06467819213867,90.40253763475107,6400,455200,2349000
2015-02-20,21.755680084228516,43.519775390625,91.14482116699219,21.821274812149237,43.62987602477803,91.17818387135696,21.294953081782616,42.88117995234156,90.085582347373,21.294953081782616,42.93990253059382,90.46924390264,22200,707100,2402600
2015-02-23,21.661975860595703,43.336273193359375,91.13650512695312,21.888435589634508,43.35829276102396,91.13650512695312,21.59950446800491,43.20415018727836,90.79454844455657,21.888435589634508,43.25553104519356,91.05310152368229,18000,1187400,3034000
2015-02-24,21.8431396484375,43.58584213256836,91.34502410888672,21.880622775534107,43.637222994694596,91.43676998829268,21.60730992067617,43.23351502082549,90.94468423810392,21.755680011502232,43.350957391406446,91.14485417349532,32800,595200,2856500
2015-02-25,21.8884334564209,43.578495025634766,91.31163787841797,21.8884334564209,43.67391781495782,91.56184862496599,21.7478724644316,43.48307503635835,91.12814617964482,21.849387908959795,43.51243352534137,91.31997378233643,20100,22127600,2652100
